timestamp,wheel_front_left,wheel_front_right,wheel_back_left,wheel_back_right
0.0,1.5937049768962612,1.5874966502039574,1.5874966502445416,1.5937049768690525
0.1,1.6154824193261992,1.6115797651482768,1.6115797652236197,1.6154824192648785
0.2,1.6501073719040384,1.655721466642442,1.6557214667539317,1.650107371807575
0.30000000000000004,1.6956873058121797,1.7156318857157118,1.7156318858653048,1.6956873056789012
0.4,1.750352652314599,1.7878303933251056,1.7878303935157385,1.7503526521425037
0.5,1.8123934935311135,1.869441777916053,1.8694417781457104,1.8123934933144341
0.6000000000000001,1.880302889992268,1.9580619404430508,1.9580619401084896,1.8803028895502738
0.7000000000000001,1.952777509892493,2.0516653687030066,2.051665368793864,1.9527775092614759
0.8,2.0286993114499676,2.148538834103637,2.14853883051925,2.0286993078686066
0.9,2.1071099706411602,2.2472321504928923,2.24723215080238,2.1071099703197973
1.0,2.187184024831966,2.3465204363246897,2.346520433719049,2.187184025788912
1.1,2.2682036928475924,2.445374238763534,2.4453742390699196,2.268203692528165
1.2000000000000002,2.3495368767372478,2.542935214419173,2.5429352146972963,2.3495368764459936
1.3,2.4306189041822512,2.638495739987633,2.638495740255989,2.4306189039107435
1.4000000000000001,2.5109380519938673,2.7314813090447667,2.73148130930708,2.5109380517333464
1.5,2.590024647559772,2.821434962975004,2.821434963207929,2.5900246473327737
1.6,2.6674433320861786,2.908003199825786,2.9080032000699725,2.667443331857095
1.7000000000000002,2.7427880002963336,2.990923000264882,2.9909230005181415,2.7427880000604805
1.8,2.81567890156448,3.0700097427816138,3.0700097429928013,2.8156789013369683
1.9000000000000001,2.8857614009364965,3.145145882418997,3.145145882649021,2.8857614007178722
2.0,2.9527059408728533,3.2162703418926464,3.21627034210648,2.952705940622885
2.1,3.016208805429773,3.283368614497544,3.2833686147300467,3.016208805208935
2.2,3.0759933599099987,3.3464636079311982,3.346463608162337,3.0759933596952096
2.3000000000000003,3.131811513528119,3.405607270093035,3.4056072703316653,3.131811513278303
2.4000000000000004,3.183445224929065,3.4608730360312228,3.4608730362850557,3.183445224709566
2.5,3.2307079356058335,3.5123491233034594,3.5123491235480597,3.2307079353602135
2.6,3.27344587194867,3.56013268521606,3.5601326854768827,3.2734458717250026
2.7,3.311539200502588,3.604324811743432,3.604324811986062,3.3115392002484225
2.8000000000000003,3.344903052510012,3.645026349333071,3.645026349604795,3.344903052254522
2.9000000000000004,3.3734884530706704,3.682334496086842,3.6823344963516633,3.3734884528098448
3.0,3.397283197743784,3.716340119032506,3.716340119322808,3.397283197495966
